Publication Title,Gazette Date,Year,Gazette Number,Publication Type,Author/Translator,Publisher,Publication Origin,Printer,Language,Cluster,Subcluster,Act,Justification,Notes
The Meaning Of The Holy Quran ( Chinese Translation Edition),2017-09-28,2017,P.U. (A) 277,Printed Documents,,Khawaja Moinuddin Chisti Welfare Association (Kuala Lumpur & Selangor ) Malaysia,Local,,"[""Chinese""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Menggemparkan Fikiran Orang Ramai,
Islam Without Extremes : A Muslim Case For Liberty,2017-09-28,2017,P.U. (A) 282,Printed Documents,Mustafa Akyol,"W.W. Norton & Company, Inc.",Foreign,,"[""English""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
The Quran Modern English Translation,2017-09-28,2017,P.U. (A) 277,Printed Documents,Abdullah Yusuf Ali,Sam Synergy Media Sdn Bhd,Local,A2Z Media,"[""English""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Menggemparkan Fikiran Orang Ramai,
Translation Of The Quran,2017-09-28,2017,P.U. (A) 277,Printed Documents,Abdullah Yusuf Ali,Multiracial Reverted Muslims,Local,Percetakan Zafar Sdn Bhd,"[""English""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Menggemparkan Fikiran Orang Ramai,
Translation Of The Quran,2017-09-28,2017,P.U. (A) 277,Printed Documents,Abdullah Yusuf Ali,Multiracial Reverted Muslims,Local,Percetakan Zafar Sdn. Bhd.,"[""English""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Menggemparkan Fikiran Orang Ramai,
Al-Qur'an Translation,2017-09-28,2017,P.U. (A) 277,Printed Documents,Abdullah Yusuf Ali,Knowledge Inbound Sdn. Bhd.,Local,Percetakan Zafar Sdn Bhd,"[""English""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Menggemparkan Fikiran Orang Ramai,
Tantra: The Search For Ecstasy,2017-09-28,2017,P.U. (A) 278,Printed Documents,Indra Sinha,"Hamlyn, And Imprint Of Reed Consumer Books Limited,",Foreign,,"[""English""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Islam Kemodernan Dan Keindonesiaan,2017-09-28,2017,P.U. (A) 281,Printed Documents,Nurcholish Madjid / Agus Edi Santoso,Penerbit Mizan,Foreign,,"[""Indonesian""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Islam Dan Iman : Aturan-Aturan Pokok,2017-09-28,2017,P.U. (A) 281,Printed Documents,Dr. Muhammad Syahrur / Sabrur R.Soenardi,Penerbit Jendela,Foreign,,"[""Indonesian""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Berlawanan Dengan Undang- Undang,
Sekitar Masalah Thariqat (Naqsyabandiyah),2017-09-28,2017,P.U. (A) 280,Printed Documents,Drs. H. Imron Abu Amar,"""Menara"" Kudus",Foreign,"""Menara"" Kudus","[""Indonesian""]",Religious Doctrinal Deviance,Other,,,
The Meaning Of The Glorious Qur'an Korean Edition,2017-09-28,2017,P.U. (A) 277,Printed Documents,,Persatuan Kebajikan Khawaja Moinuddin Chisti (Kuala Lumpur & Selangor),Local,Percetakan Zafar Sdn Bhd,"[""Korean""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Menggemparkan Fikiran Orang Ramai,
Terjemahan Al-Quran Bahasa Melayu,2017-09-28,2017,P.U. (A) 277,Printed Documents,,Sam Synergy Media Sdn Bhd,Local,A2Z Media,"[""Malay""]",Religious Doctrinal Deviance,Other,,,
Meniti Jalan Hidayah Menuju Toriqah Khotmul-Auliya,2017-09-28,2017,P.U. (A) 280,Printed Documents,Sayidi Ahmad Al-Hadi Al-Hasani Al-Maghribi/ Ust Mohd Bakri At-Tijany,,Foreign,,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,Promote Specific Sufi (Tijaniyyah) Practices And Teachings; Deviant From Sunni Islamic Doctrine
Terjemahan Al-Qur'an,2017-09-28,2017,P.U. (A) 277,Printed Documents,,Knowledge Inbound Sdn Bhd,Local,Percetakan Zafar Sdn Bhd,"[""Malay""]",Religious Doctrinal Deviance,Other,,,
Wacana Pemikiran Reformis (Jilid Ii),2017-09-28,2017,P.U. (A) 283,Printed Documents,Ahmad Farouk Musa,Islamis Renaissance Front Berhad,Local,Academe Art & Printing Services Sdn. Bhd.,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Islam Tanpa Keekstreman : Berhujah Untuk Kebebasan,2017-09-28,2017,P.U. (A) 282,Printed Documents,Mustafa Akyol/ Nur Asyhraff Mohd Noor/ Shuhaib Ar Rumy Ismail & Ahmad Farouk Musa,Islamic Renaissance Front Berhad,Local,Ss Graphics Printers (M) Sdn. Bhd.,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Wacana Pemikiran Reformis (Jilid 1),2017-09-28,2017,P.U. (A) 283,Printed Documents,Ahmad Farouk Musa,Islamic Renaissance Front Berhad,Local,Wai Xin Industries Sdn. Bhd.,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Ulama Yang Bukan Pewaris Nabi,2017-09-28,2017,P.U.(284),Printed Documents,Wan Ji Wan Hussin,Ilham Books,Local,Vinlin Press Sdn. Bhd.,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
"Aku___, Maka Aku Ada!",2017-09-28,2017,P.U. (A) 279,Printed Documents,Faisal Tehrani,Dubook Press Sdn Bhd,Local,Percetakan Mutalib Uthman,"[""Malay""]",Religious Doctrinal Deviance,Other,,,Promote Shia Islamic Teachings
It's All About Muhammad: A Biography Of The World's Most Notorious Prophet,2017-12-19,2017,P.U. (A) 396,Printed Documents,F.W Burleigh,Zenga Books,Foreign,,"[""English""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Menggemparkan Fikiran Orang Ramai,
Agama Masa Depan: Perspektif Filasafat Perennial,2017-12-19,2017,P.U. (A) 399,Printed Documents,Komaruddin Hidayat Dan Muhammad Wahyuni Nafis,Penerbit Paramadina,Foreign,"Pt Temprint, Jakarta","[""Indonesian""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Kepentingan Awam,
Amalan Mustajab & Murah Rezeki,2017-12-19,2017,P.U. (A) 400,Printed Documents,Nurhafidz Abdullah,Pustaka Azhar,Local,Ps Potensi Enterprise,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,Risk Promoting Bid'ah
Warisan Ilmu Tok Kenali - Hampir Tidak Kesampaian Berakhir Tiada Kesudahan,2017-12-19,2017,P.U. (A) 398,Printed Documents,Mohd Yusof Che Wook,Penyuluh Qalbu Enterprise,Local,Kalam Rohani Enterprise,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Warisan Ilmu Tok Kenali - Dimanakan Ku Cari Ganti,2017-12-19,2017,P.U. (A) 398,Printed Documents,Mohd Yusof Che Wook,Penyuluh Qalbu Enterprise,Local,Kalam Rohani Enterprise,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Warisan Ilmu Tok Kenali - Jangan Sampai Terlihat Adanya Diri,2017-12-19,2017,P.U. (A) 398,Printed Documents,Mohd Yusof Che Wook,Penyuluh Qalbu Enterprise,Local,Kalam Rohani Enterprise,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Warisan Ilmu Tok Kenali - Pencarian Ilmu Dipenghujung Rasa,2017-12-19,2017,P.U. (A) 398,Printed Documents,Mohd Yusof Che Wook,Penyuluh Qalbu Enterprise,Local,Kalam Rohani Enterprise,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
100 Keajaiban Dunia,2017-12-19,2017,P.U. (A) 400,Printed Documents,Muhammad Miqdad,Penerbitan Seribu Dinar Sdn Bhd,Local,Power Press & Design (M) Sdn Bhd,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Anti Thesis,2017-12-19,2017,P.U. (A) 394,Printed Documents,Amir Hamzah Akal Ali (Benz Ali),Dubook Press Sdn Bhd,Local,Percetakan Mutalib Othman,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Senjata & Pendinding Mukmin,2017-12-19,2017,P.U. (A) 400,Printed Documents,Idrus H. Alkaf,Darul Nu'man,Local,Percetakan Putrajaya Sdn Bhd,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Asma Ul Husna: Rahsia & Amalan 99 Nama Allah,2017-12-19,2017,P.U. (A) 400,Printed Documents,Syahrin Jasah,Darul Nu'man,Local,Percetakan Putrajaya Sdn Bhd,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Rahsia & Kelebihan Kayu Kokka: Jenis Kayu Bahtera Nabi Nuh As - Tongkat Nabi Musa As,2017-12-19,2017,P.U. (A) 400,Printed Documents,Fathur Rahman,Darul Nu'man,Local,,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
25 Kisah Mukjizat Rasulullah,2017-12-19,2017,P.U. (A) 391,Printed Documents,Nurul Asmayani,Al-Madinah,Local,Ss Graphic Printers (M) Sdn Bhd,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Menggemparkan Fikiran Orang Ramai,
Meneladani Rasulullah & Cerita Lain,2017-12-19,2017,P.U. (A) 391,Printed Documents,Dewi Mulyani,Al-Madinah,Local,Ss Graphic Printers (M) Sdn Bhd,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Menggemparkan Fikiran Orang Ramai,
Islam Dan Teologi Pembebasan,2018-04-24,2018,P.U. (A) 109,Printed Documents,Asghar Ali Engineer / Agung Prihantoro,Pustaka Pelajar,Foreign,Pustaka Pelajar Offset,"[""Indonesian""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
The Road To Muhammad,2018-04-24,2018,P.U. (A) 109,Printed Documents,Jalaluddin Rakhmat,Penerbitan Mizan,Local,,"[""Indonesian""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Mutiara Sastra Ali: Muhammad Hashem Edisi Surat & Aforisme,2018-04-24,2018,P.U. (A) 109,Printed Documents,Muhammad Hashem,Penerbitan Al-Huda,Local,,"[""Indonesian""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Mengenal Allah Melalui Agama-Agama Purba: Gautama Buddha Seorang Nabi?,2018-04-24,2018,P.U. (A) 107,Printed Documents,Kamaludin Endol,Pustaka Kanzun Mahfiyyan,Local,Vinlin Press Sdn. Bhd,"[""Malay""]",Religious Doctrinal Deviance,Other,,,
Suka Duka Perjalanan Dhul-Qarnain Cyrus The Great Dan Iskandar Agung,2025-03-10,2025,P.U. (A) 77,Printed Documents,,,Local,,"[""Malay""]",Religious Doctrinal Deviance,Other,,,
Suhuf Abraham,2025-04-17,2025,P.U. (A) 125,Printed Documents,,,Local,,"[""Malay""]",Religious Doctrinal Deviance,Other,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
The Personal Records Of A Playboy,1965-10-14,1965,L.N. 386,Printed Documents,Yang Tien Chen,"Universal Pictorials & Magazines Publishing Society,Hong Kong",Foreign,,"[""Chinese""]",Obscene / Immoral Publications,Pornography,,,
Lustful Dreams,1968-05-23,1968,P.U. 217,Printed Documents,Hsia Fei,Amusement Publishing Society,Foreign,,"[""Chinese""]",Obscene / Immoral Publications,Pornography,,,
Lustful Maids,1968-05-23,1968,P.U.217,Printed Documents,Hsia Fei,Amusement Publishing Society,Foreign,,"[""Chinese""]",Obscene / Immoral Publications,Pornography,,,
The Lewd Story Of A Rich Widow,1968-08-08,1968,P.U.345,Printed Documents,Hsia Fei,Amusement Publishing Society,Foreign,,"[""Chinese""]",Obscene / Immoral Publications,Pornography,,,
"I, A Lover",1969-07-31,1969,P.U. (A) 287,Printed Documents,Stiig Holm,Dell Publishing Co. Inc.,Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
A Gallery Of Nudes,1969-07-31,1969,P.U. (A) 287,Printed Documents,J. Hume Parkinson,"Brandon House, N. Hollywood, California",Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Girls Of The Month,1974-12-26,1974,P.U (A) 444,Printed Documents,,The Pretty Girl Publishing Co.,Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Pretty Girl,1974-12-26,1974,P.U (A) 444,Printed Documents,,The Pretty Girl Pub Co,Unclear,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Edsel,1974-12-26,1974,P.U (A) 445,Printed Documents,Karl Shapiro,The New American Library Inc.,Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
The Dirty Rotten Truth,1974-12-26,1974,P.U (A) 445,Printed Documents,,The New American Library Inc.,Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
The Golden Girls,1974-12-26,1974,P.U (A) 445,Printed Documents,Sydney Box,Sphare Books Limited,Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Topper Spring Annual,1974-12-26,1974,P.U (A) 444,Printed Documents,,Rotop Inc.,Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Topper Summer Annual,1974-12-26,1974,P.U (A) 444,Printed Documents,,Rotop Inc.,Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Rogue Spring Annual,1974-12-26,1974,P.U (A) 444,Printed Documents,,Rotop Inc.,Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Penthouse,1974-12-26,1974,P.U. (A) 444,Printed Documents,,Penthouse Publications Ltd,Foreign,Wisconsin Cuneo Press,"[""English""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Ketenteraman Awam,
Men Only,1974-12-26,1974,P.U. (A) 444,Printed Documents,,Paul Raymond Publications Ltd,Foreign,"Hunter Print Ltd,Hertfordshire","[""English""]",Obscene / Immoral Publications,Pornography,,,
Club International,1974-12-26,1974,P.U. (A) 444,Printed Documents,,Paul Raymond Publications Ltd,Foreign,"Hunter Print Ltd,Hertfordshire","[""English""]",Obscene / Immoral Publications,Pornography,,,
"I, Jan Cremer",1974-12-26,1974,P.U (A) 445,Printed Documents,R.E Wyngaard & Alexander Trocchi,Panther Books Ltd.,Foreign,The Philips Park Press,"[""English""]",Obscene / Immoral Publications,Pornography,,,
I Jan Cremer,1974-12-26,1974,P.U. (A) 445,Printed Documents,R.E.Wyngaard & Alexander Trocchi,Panther Books Ltd,Foreign,The Philips Park Press,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Mistress Of Pain,1974-12-26,1974,P.U (A) 445,Printed Documents,Aldo Lucchesi,Lancer Books Inc.,Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Lady Mildfred's Memoirs,1974-12-26,1974,P.U (A) 445,Printed Documents,,Lancer Books Inc.,Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Percintaan Di Gelanggang Ragbi (Love At The Rugby Field),1990-06-21,1990,P.U. (A) 156,Printed Documents,,"Zheng Da Limited Co.,",Unclear,Mei Mei Printing Factory,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Waris (Inheritor),1990-06-21,1990,P.U. (A) 156,Printed Documents,,"Zheng Da Limited Co.,",Unclear,Mei Mei Printing Factory,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Mimpi Yang Hancur (Broken Dream),1990-06-21,1990,P.U. (A) 156,Printed Documents,,"Zheng Da Limited Co.,",Unclear,Mei Mei Printing Factory,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Raja Penipu Yang Bernama Lo Xiao Qian (Master Conman Lo Xiao Qian),1990-06-21,1990,P.U. (A) 156,Printed Documents,,Si Wei Publishing House,Unclear,"He Yi Printing Limited Co.,","[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Berangan-Angan (Day Dream),1990-06-21,1990,P.U. (A) 156,Printed Documents,,Chuang Yi Comics Publishing House,Unclear,,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Sungai Besar Berdarah (Big Bloody River),1990-06-21,1990,P.U. (A) 156,Printed Documents,,Chuang Yi Comics Publishing House,Unclear,,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
The Book Of Sex Lists,1990-11-01,1990,P.U. (A) 354,Printed Documents,Albert B Gerber,W.H.Allen & Co. Ltd,Foreign,"Cox & Wyman Ltd, Reading, Great Britain","[""English""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,No Info Online But Mentioned SEX And It Doesnt Sounds Like Erotica So Porn It Is Then.
Guide To Sexual Pleasure,1990-11-01,1990,P.U. (A) 354,Printed Documents,Pat Littlewood,,Unclear,,"[""English""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,This Guides Have Photos. I Believe People Can Goon To This.
Voyeur,1990-11-01,1990,P.U. (A) 354,Printed Documents,Jeff Dunas,"Melrose Publishing Company, Inc.",Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,Picture Book Of Nude Women. Closer To Porn Than Erotica.
Mistress,1990-11-01,1990,P.U. (A) 354,Printed Documents,Jean-Francois Jonvalle,"Melrose Publishing Company, Inc.",Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,,,
The Kamasutra Of Vatsyayana Special Collector's Edition. Includes Explicit Photographs,1991-09-12,1991,P.U. (A) 331,Printed Documents,,,Unclear,,"[""English""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,Explicit Photo
The Kamasutra Of Vatsyayana,1991-09-12,1991,P.U. (A) 331,Printed Documents,Aditya Patankar,Lustre Press Pvt. Ltd.,Foreign,"Lustre Print Media Pvt. Ltd., & Tien Wah Press (Pte) Ltd.,","[""English""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Koleksi Gambar-Gambar Amy Yip,1992-04-30,1992,P.U. (A) 179,Printed Documents,,Yong Xing Publishing Co.,Unclear,"Xiang An Printing Co.,","[""Chinese""]",Obscene / Immoral Publications,Pornography,,,
Joan Chan Dalam Majalah Penthouse,1992-04-30,1992,P.U. (A) 179,Printed Documents,,Xin Sheng Publishing House,Unclear,Li Ming Printing Factory,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Lelaki Gagah,1992-04-30,1992,P.U. (A) 179,Printed Documents,,Progress Publishing House,Unclear,First Printing Co.Ltd,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Wanita-Wanita Yang Cantik,1992-04-30,1992,P.U. (A) 179,Printed Documents,,Progress Publishing House,Unclear,First Printing Co. Ltd.,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Gadis Hebat,1992-04-30,1992,P.U. (A) 179,Printed Documents,,Prince Publishing House,Unclear,"Mei Li Printing Co. Ltd.,","[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Koleksi Gambar-Gambar Bogel,1992-04-30,1992,P.U. (A) 179,Printed Documents,,Prince Publishing House,Unclear,"Mei Li Printing Co. Ltd.,","[""Chinese""]",Obscene / Immoral Publications,Pornography,,,
Koleksi Gambar-Gambar Gadis Comel,1992-04-30,1992,P.U. (A) 179,Printed Documents,,"Penguin Publishing House,",Unclear,"Southern Printing Co.,","[""Chinese""]",Obscene / Immoral Publications,Pornography,,,
Gambar-Gambar Lucah Amy Yip/,1992-04-30,1992,P.U. (A) 178,Printed Documents,,,Unclear,,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Wanita Yang Cantik,1992-04-30,1992,P.U. (A) 179,Printed Documents,,,Unclear,Hip Ho Offset Printing Factory,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Koleksi Gambar-Gambar Bogel Bintang Filem,1992-04-30,1992,P.U. (A) 179,Printed Documents,,,Unclear,"Bei Chun Printing Co.,","[""Chinese""]",Obscene / Immoral Publications,Pornography,,,
No. 18 (Mini) No. 18,1992-04-30,1992,P.U. (A) 179,Printed Documents,,Kwok Ngai Publishing House,Unclear,,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
No. 11 (Sahabat) No.11,1992-04-30,1992,P.U. (A) 179,Printed Documents,,Jin Gan Investment Co. Ltd.,Unclear,"Pu Xin Printing Co. Ltd.,","[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Wanita-Wanita Yang Cantik Sekali,1992-04-30,1992,P.U. (A) 179,Printed Documents,,Hong Kong Super Publishing House,Foreign,Golden Star Colour Separation & Printing Factory,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Amy Yip Yang Berbuah Dada Besar Dan Berotak,1992-10-08,1992,P.U. (A) 363,Audio/Recordings,Tidak Diketahui,Fly Rainbow Musical Production,Unclear,"King Musical Industrial Sdn Bhd.,","[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Koleksi Foto Wang Xiao Feng Dalam Penthouse,1992-12-31,1992,P.U. (A) 556,Printed Documents,,"Youngder Hall Limited,",Foreign,"Dai Nippon Printing Co.,(H.K) Ltd.,","[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,Source
Cerita-Cerita Ajaib Dunia,1992-12-31,1992,P.U. (A) 556,Printed Documents,,"King Kong Publishing House,",Unclear,Chao Qun Printing Co.,"[""Chinese""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
Black Kiss,1993-06-03,1993,P.U. (A) 145,Printed Documents,Howard Chaykin,"Vortex Comics, Incorporated",Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
The Sex Machine,1993-06-03,1993,P.U. (A) 145,Printed Documents,Troy Conway,"Top Sellers Ltd.,",Foreign,The Philips Park Press Manchester,"[""English""]",Obscene / Immoral Publications,Pornography,,,
Glamour Photography,1993-06-03,1993,P.U. (A) 145,Printed Documents,Peter Gowland,"Crown Publisher Inc.,",Foreign,,"[""English""]",Obscene / Immoral Publications,Pornography,"Akta Mesin Cetak Dan Penerbitan, 1984",Kemoralan,
